task_id,condition,mitigation_enabled,quarantined,predicted,expected,correct,drift_l2_state,IQx,Z_score,alert,influence_score,probe_IQx,probe_Z_score,valid,confidence,robust_z,risk_score,risk_level,policy_action,event_type
math_021,A,1,0,48,48,1,0.7307153344154358,1.0440439959098193,1.204611010198822,0,0.012428014539182186,,,0,medium,1.204611010198822,,unknown,,applied
math_022,A,1,0,54,54,1,0.677350640296936,0.96779667241201,-0.3519732297737744,0,0.025651726871728897,,,0,medium,-0.3519732297737744,,unknown,,applied
math_023,A,1,0,168,168,1,0.7541510462760925,1.0892709021626465,3.2303927013185945,0,0.029820358380675316,,,0,medium,3.2303927013185945,,unknown,,applied
math_024,A,1,0,62,62,1,0.7052469253540039,1.0186354025776303,0.8859768364585082,0,-0.004217157606035471,,,0,medium,0.8859768364585082,,unknown,,applied
math_025,A,1,0,1,1,1,0.6938681602478027,1.002200289487313,0.5295564084795873,0,0.029839880764484406,,,0,medium,0.5295564084795873,,unknown,,applied
math_026,A,1,0,2652,2652,1,0.7165979146957397,1.0306815342587052,0.8019290670856455,0,-0.0334889180958271,,,0,medium,0.8019290670856455,,unknown,,applied
math_027,A,1,0,100,100,1,0.719600260257721,1.0349998026582323,0.6448592098788316,0,0.00017813724116422236,,,0,medium,0.6448592098788316,,unknown,,applied
math_028,A,1,0,-10,-10,1,0.7140203714370728,1.0186387081532051,0.19051576551019314,0,-0.006257747765630484,,,0,medium,0.19051576551019314,,unknown,,applied
math_029,A,1,0,784,784,1,0.685042679309845,0.9653455913669167,-1.7179823470565727,0,-0.0108747947961092,,,0,medium,-1.7179823470565727,,unknown,,applied
math_030,A,1,0,82,82,1,0.6864734292030334,0.9673617695459604,-1.6529858493019742,0,0.052228894084692,,,0,medium,-1.6529858493019742,,unknown,,applied
math_031,A,1,0,-43,-43,1,0.7430073022842407,1.047027937494536,0.9152504107704987,0,-0.05607890337705612,,,0,medium,0.9152504107704987,,unknown,,applied
math_032,A,1,0,3760,3760,1,0.7088242173194885,0.9988579601096392,-0.5951864599906298,0,-0.04212440177798271,,,0,medium,-0.5951864599906298,,unknown,,applied
math_033,A,1,0,99,99,1,0.7248432636260986,1.0188635505104535,0.008436222932215427,0,0.022691253572702408,,,0,medium,0.008436222932215427,,unknown,,applied
math_034,A,1,0,82,82,1,0.7026248574256897,0.9876326274074565,-1.2750928012787552,0,-0.027156196534633636,,,0,medium,-1.2750928012787552,,unknown,,applied
math_035,A,1,0,510,510,1,0.7010852098464966,0.9854684480906425,-0.7818410782972026,0,0.033692117780447006,,,0,medium,-0.7818410782972026,,unknown,,applied
math_036,A,1,0,129,129,1,0.6599286794662476,0.9276174742675038,-2.4205533867528444,0,-0.01724899187684059,,,0,medium,-2.4205533867528444,,unknown,,applied
math_037,A,1,0,27,27,1,0.7171967625617981,1.0162545133791194,0.6026632741691285,0,-0.02577252872288227,,,0,medium,0.6026632741691285,,unknown,,applied
math_038,A,1,0,390,390,1,0.6921432614326477,0.9807541668528701,-0.3303140083243085,0,0.017970215529203415,,,0,medium,-0.3303140083243085,,unknown,,applied
math_039,A,1,0,85,85,1,0.7337572574615479,1.0454526602274608,1.967014670720672,0,-0.021894749253988266,,,0,medium,1.967014670720672,,unknown,,applied
math_040,A,1,0,-23,-23,1,0.6922954320907593,0.9809697898536731,-0.340527104195765,0,-0.013439021073281765,,,0,medium,-0.340527104195765,,unknown,,applied
math_041,A,1,0,987,987,1,0.704443633556366,0.9981835660630963,0.1876419445658444,0,0.03585643321275711,,,0,medium,0.1876419445658444,,unknown,,applied
math_042,A,1,0,94,94,1,0.7139623761177063,1.014821049398031,1.2268731909454689,0,0.009565112181007862,,,0,medium,1.2268731909454689,,unknown,,applied
math_043,A,1,0,-59,-59,1,0.7165160775184631,1.0184508624274757,1.0113977431781433,0,-0.04585466906428337,,,0,medium,1.0113977431781433,,unknown,,applied
math_044,A,1,0,3150,3150,1,0.7521910071372986,1.0691589539516413,3.0192480263631887,0,0.007024654187262058,,,0,medium,3.0192480263631887,,unknown,,applied
math_045,A,1,0,171,171,1,0.7130573391914368,1.0054333228917482,-0.03096651900834311,0,-0.07114649564027786,,,0,medium,-0.03096651900834311,,unknown,,applied
math_046,A,1,0,-68,-68,1,0.7484316229820251,1.0489421638827527,1.2739066275136153,0,0.014599245972931385,,,0,medium,1.2739066275136153,,unknown,,applied
math_047,A,1,0,1804,1804,1,0.6983748078346252,0.976419923892579,-1.116326810177369,0,-0.021165048703551292,,,0,medium,-1.116326810177369,,unknown,,applied
math_048,A,1,0,163,163,1,0.6900924444198608,0.9671786168584863,-0.9898381843641492,0,0.018804684281349182,,,0,medium,-0.9898381843641492,,unknown,,applied
math_049,A,1,0,11,11,1,0.6867285370826721,0.9624640322083712,-1.0227614470052615,0,0.046371523290872574,,,0,medium,-1.0227614470052615,,unknown,,applied
math_000,B,1,1,97,97,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_001,B,1,1,-91,-91,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_002,B,1,1,1152,1152,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_003,B,1,1,47,47,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_004,B,1,1,81,81,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_005,B,1,1,8265,8265,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_006,B,1,1,82,82,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_007,B,1,1,21,21,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_008,B,1,1,20,20,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_009,B,1,1,40,40,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_010,B,1,1,-35,-35,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_011,B,1,1,312,312,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_012,B,1,1,98,98,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_013,B,1,1,8,8,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_014,B,1,1,6300,6300,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_015,B,1,1,83,83,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_016,B,1,1,-18,-18,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_017,B,1,1,36,36,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_018,B,1,1,119,119,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_019,B,1,1,35,35,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_020,B,1,1,1584,1584,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_021,B,1,1,48,48,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_022,B,1,1,54,54,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_023,B,1,1,168,168,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_024,B,1,1,62,62,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_025,B,1,1,1,1,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_026,B,1,1,2652,2652,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_027,B,1,1,100,100,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_028,B,1,1,-10,-10,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_029,B,1,1,784,784,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_030,B,1,1,82,82,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_031,B,1,1,-43,-43,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_032,B,1,1,3760,3760,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_033,B,1,1,99,99,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_034,B,1,1,82,82,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_035,B,1,1,510,510,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_036,B,1,1,129,129,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_037,B,1,1,27,27,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_038,B,1,1,390,390,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_039,B,1,1,85,85,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_040,B,1,1,-23,-23,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_041,B,1,1,987,987,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_042,B,1,1,94,94,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_043,B,1,1,-59,-59,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_044,B,1,1,3150,3150,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_045,B,1,1,171,171,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_046,B,1,1,-68,-68,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_047,B,1,1,1804,1804,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_048,B,1,1,163,163,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_049,B,1,1,11,11,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_000,C,1,1,97,97,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_001,C,1,1,-91,-91,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_002,C,1,1,1152,1152,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_003,C,1,1,47,47,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_004,C,1,1,81,81,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_005,C,1,1,8265,8265,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_006,C,1,1,82,82,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_007,C,1,1,21,21,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_008,C,1,1,20,20,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_009,C,1,1,40,40,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_010,C,1,1,-35,-35,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_011,C,1,1,312,312,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_012,C,1,1,98,98,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_013,C,1,1,8,8,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_014,C,1,1,6300,6300,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_015,C,1,1,83,83,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_016,C,1,1,-18,-18,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_017,C,1,1,36,36,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_018,C,1,1,119,119,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_019,C,1,1,35,35,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_020,C,1,1,1584,1584,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_021,C,1,1,48,48,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_022,C,1,1,54,54,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_023,C,1,1,168,168,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_024,C,1,1,62,62,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_025,C,1,1,1,1,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_026,C,1,1,2652,2652,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_027,C,1,1,100,100,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_028,C,1,1,-10,-10,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_029,C,1,1,784,784,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_030,C,1,1,82,82,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_031,C,1,1,-43,-43,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_032,C,1,1,3760,3760,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_033,C,1,1,99,99,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_034,C,1,1,82,82,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_035,C,1,1,510,510,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_036,C,1,1,129,129,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_037,C,1,1,27,27,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_038,C,1,1,390,390,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_039,C,1,1,85,85,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_040,C,1,1,-23,-23,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_041,C,1,1,987,987,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_042,C,1,1,94,94,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_043,C,1,1,-59,-59,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_044,C,1,1,3150,3150,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_045,C,1,1,171,171,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_046,C,1,1,-68,-68,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_047,C,1,1,1804,1804,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_048,C,1,1,163,163,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
math_049,C,1,1,11,11,1,,,,0,0.0,1.0465521225851173,2.960070759933909,1,high,,,unknown,quarantine,blocked
